,Track,Job Role,TSC,Minimum Level
296,Map_Top_5_CCS/1. Strategy and Governance/,Associate Business Analyst,Project Management,Level 3
297,Map_Top_5_CCS/1. Strategy and Governance/,Associate Business Analyst,Software Testing,Level 2
298,Map_Top_5_CCS/1. Strategy and Governance/,Associate Business Analyst,Stakeholder Management ,Level 3
299,Map_Top_5_CCS/1. Strategy and Governance/,Associate Business Analyst,System Integration,Level 3
300,Map_Top_5_CCS/1. Strategy and Governance/,Associate Business Analyst,Technical Sales Support,Level 2
301,Map_Top_5_CCS/1. Strategy and Governance/,Associate Business Analyst,Test Planning,Level 2
302,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Agile Coaching,Level 4
303,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Budgeting,Level 3
304,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Business Agility,Level 4
305,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Business Environment Analysis,Level 2
306,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Business Needs Analysis,Level 2
307,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Business Performance Management,Level 3
308,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Business Requirements Mapping,Level 3
309,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Business Risk Management,Level 3
310,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Change Management,Level 3
311,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Contract Management,Level 3
312,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Data Analytics,Level 2
313,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Data Visualisation,Level 3
314,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Design Thinking Practice,Level 3
315,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Emerging Technology Synthesis,Level 3
316,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Learning and Development,Level 4
317,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Manpower Planning,Level 3
318,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Networking,Level 3
319,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Partnership Management,Level 3
320,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,People and Performance Management,Level 3
321,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Process Improvement and Optimisation,Level 3
322,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Project Management,Level 3
323,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Solution Architecture,Level 4
324,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Stakeholder Management ,Level 2
325,Map_Top_5_CCS/1. Strategy and Governance/,Project Manager Scrum Master,Strategy Implementation,Level 3
326,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Audit and Compliance,Level 4
327,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Budgeting,Level 4
328,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Business Agility,Level 4
329,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Business Negotiation,Level 4
330,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Business Performance Management,Level 4
331,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Business Risk Management,Level 4
332,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Crisis Management,Level 4
333,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Cyber and Data Breach Incident Management,Level 4
334,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Data Ethics,Level 4
335,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Data Governance,Level 5
336,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Data Protection Management,Level 4
337,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Data Sharing,Level 4
338,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Design Thinking Practice,Level 4
339,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,IT Standards,Level 4
340,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Learning and Development,Level 4
341,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Manpower Planning,Level 4
342,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Networking,Level 4
343,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,People and Performance Management,Level 4
344,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Project Management,Level 5
345,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Stakeholder Management,Level 4
346,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Strategy Implementation,Level 3
347,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Officer,Strategy Planning,Level 4
348,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Budgeting,Level 5
349,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Business Agility,Level 5
350,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Business Development,Level 5
351,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Business Environment Analysis,Level 5
352,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Business Innovation,Level 5
353,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Business Needs Analysis ,Level 5
354,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Business Performance Management,Level 5
355,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Customer Experience Management,Level 5
356,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Data Analytics,Level 5
357,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Demand Analysis,Level 5
358,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Design Concepts Generation,Level 5
359,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Design Thinking Practice,Level 5
360,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Emerging Technology Synthesis,Level 5
361,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Learning and Development,Level 6
362,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Manpower Planning,Level 5
363,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Market Research,Level 5
364,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Networking,Level 5
365,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Partnership Management,Level 5
366,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,People and Performance Management,Level 5
367,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Performance Management,Level 5
368,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Portfolio Management,Level 6
369,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Pricing Strategy ,Level 5
370,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Product Management,Level 5
371,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Project Management,Level 5
372,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Stakeholder Management,Level 5
373,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,Strategy Planning,Level 5
374,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,User Experience Design,Level 5
375,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,User Interface Design,Level 5
376,Map_Top_5_CCS/1. Strategy and Governance/,Head of Product,User Testing and Usability Testing,Level 5
377,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Budgeting,Level 4
378,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Business Agility,Level 4
379,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Business Development,Level 4
380,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Business Environment Analysis,Level 4
381,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Business Innovation,Level 4
382,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Business Needs Analysis ,Level 4
383,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Business Performance Management,Level 4
384,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Customer Experience Management,Level 4
385,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Data Analytics,Level 4
386,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Demand Analysis,Level 4
387,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Design Concepts Generation,Level 4
388,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Design Thinking Practice,Level 4
389,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Emerging Technology Synthesis,Level 4
390,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Learning and Development,Level 5
391,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Manpower Planning,Level 4
392,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Market Research,Level 4
393,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Networking,Level 4
394,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Partnership Management,Level 4
395,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,People and Performance Management,Level 4
396,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Performance Management,Level 4
397,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Portfolio Management,Level 5
398,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Pricing Strategy,Level 4
399,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Product Management,Level 4
400,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Project Management,Level 4
401,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Stakeholder Management,Level 4
402,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Strategy Implementation,Level 4
403,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,Strategy Planning,Level 4
404,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,User Experience Design,Level 4
405,Map_Top_5_CCS/1. Strategy and Governance/,Senior Product Manager,User Interface Design,Level 4
406,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Agile Software Development,Level 6
407,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Business Agility,Level 5
408,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Business Environment Analysis,Level 5
409,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Business Innovation,Level 6
410,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Business Performance Management,Level 5
411,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Business Risk Management,Level 6
412,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Change Management,Level 6
413,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Design Thinking Practice,Level 5
414,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Enterprise Architecture,Level 6
415,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,IT Strategy ,Level 5
416,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Networking,Level 5
417,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Organisational Analysis,Level 6
418,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Organisational Design,Level 5
419,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Partnership Management,Level 6
420,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Performance Management,Level 6
421,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Project Feasibility Assessment,Level 5
422,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Project Management,Level 6
423,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Solution Architecture,Level 6
424,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Stakeholder Management ,Level 6
425,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Strategy Planning,Level 5
426,Map_Top_5_CCS/1. Strategy and Governance/,Enterprise Architect,Sustainability Management,Level 5
427,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Audit and Compliance,Level 5
428,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Budgeting ,Level 5
429,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Business Performance Management ,Level 5
430,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Business Risk Management,Level 5
431,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Data Analytics,Level 5
432,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Data Governance,Level 5
433,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,IT Governance,Level 5
434,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,IT Standards,Level 5
435,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,IT Strategy,Level 5
436,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Learning and Development ,Level 6
437,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Manpower Planning ,Level 5
438,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Networking ,Level 5
439,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Partnership Management,Level 5
440,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,People and Performance Management,Level 5
441,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Process Improvement and Optimisation,Level 5
442,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Quality Standards,Level 5
443,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Security Governance,Level 5
444,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Stakeholder Management,Level 5
445,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Strategy Planning ,Level 5
446,Map_Top_5_CCS/1. Strategy and Governance/,Head of IT Audit,Sustainability Management,Level 5
447,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Audit and Compliance,Level 3
448,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Business Negotiation,Level 3
449,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Business Risk Management,Level 3
450,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Crisis Management,Level 3
451,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Cyber and Data Breach Incident Management,Level 2
452,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Data Ethics,Level 3
453,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Data Protection Management,Level 3
454,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Data Sharing,Level 3
455,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Design Thinking Practice,Level 3
456,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,IT Standards,Level 4
457,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Project Management,Level 3
458,Map_Top_5_CCS/1. Strategy and Governance/,Data Protection Executive,Stakeholder Management,Level 3
459,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Agile Coaching,Level 4
460,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Agile Software Development,Level 4
461,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Applications Development,Level 4
462,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Budgeting ,Level 4
463,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Business Agility,Level 4
464,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Business Needs Analysis,Level 4
465,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Business Performance Management,Level 4
466,Map_Top_5_CCS/1. Strategy and Governance/,Quality Engineering Manager,Failure Analysis ,Level 4
